16:23:01;554;621;563;
16:23:02;566;632;569;
16:23:03;569;634;570;
16:23:04;572;638;572;
16:23:05;573;640;573;
16:23:06;574;642;574;
16:23:07;574;643;574;
16:23:08;574;644;575;
16:23:09;575;645;575;
16:23:10;576;646;576;
16:23:11;576;647;576;
16:23:12;576;648;576;
16:23:13;577;648;577;
16:23:14;577;649;577;
16:23:15;577;650;577;
16:23:16;577;650;578;
16:23:17;578;651;578;
16:23:18;578;652;578;
16:23:19;578;652;579;
16:23:20;579;653;579;
16:23:21;579;654;579;
16:23:22;579;654;579;
16:23:23;579;655;580;
16:23:24;580;655;580;
16:23:25;580;656;580;
16:23:26;580;656;580;
16:23:27;580;657;581;
16:23:28;581;657;581;
16:23:29;581;658;581;
16:23:30;581;658;581;
16:23:31;581;658;581;
16:23:32;581;659;581;
16:23:33;582;659;582;
16:23:34;582;660;582;
16:23:35;582;660;582;
16:23:36;582;660;582;
16:23:37;582;661;582;
16:23:38;582;661;583;
16:23:39;583;662;583;
16:23:40;583;662;583;
16:23:41;583;663;583;
16:23:42;583;663;583;
16:23:43;584;664;584;
16:23:44;584;664;584;
16:23:45;584;664;584;
16:23:46;584;665;584;
16:23:47;584;665;584;
16:23:48;585;666;585;
16:23:49;585;667;585;
16:23:50;585;667;585;
16:23:51;585;667;585;
16:23:52;585;668;585;
16:23:53;586;668;586;
16:23:54;586;668;586;
16:23:55;586;669;586;
16:23:56;586;669;586;
16:23:57;586;670;586;
16:23:58;587;671;587;
16:23:59;587;671;587;
16:24:00;587;671;587;
16:24:01;587;672;587;
16:24:02;587;671;587;
16:24:03;587;672;587;
16:24:04;587;672;587;
16:24:05;588;673;588;
16:24:06;588;673;588;
16:24:07;588;673;588;
16:24:08;588;673;588;
16:24:09;588;674;588;
16:24:10;588;675;589;
16:24:11;588;674;588;
16:24:12;589;675;589;
16:24:13;589;676;589;
16:24:14;589;676;589;
16:24:15;589;676;589;
16:24:16;589;677;589;
16:24:17;590;677;590;
16:24:18;590;677;590;
16:24:19;590;678;590;
16:24:20;590;678;590;
16:24:21;590;679;590;
16:24:22;590;679;590;
16:24:23;591;679;591;
16:24:24;591;680;591;
16:24:25;591;680;591;
16:24:26;591;681;591;
16:24:27;591;681;591;
16:24:28;591;681;591;
16:24:29;591;681;591;
16:24:30;591;682;591;
16:24:31;591;682;591;
16:24:32;592;682;592;
16:24:33;592;682;592;
16:24:34;592;683;592;
16:24:35;592;683;592;
16:24:36;592;683;592;
16:24:37;592;683;592;
16:24:38;592;684;592;
16:24:39;592;684;592;
16:24:40;592;684;592;
16:24:41;593;685;593;
16:24:42;593;685;593;
16:24:43;593;685;593;
16:24:44;593;686;593;
16:24:45;593;686;593;
16:24:46;593;686;593;
16:24:47;593;686;593;
16:24:48;593;686;593;
16:24:49;593;686;593;
16:24:50;593;686;593;
16:24:51;593;686;593;
16:24:52;593;687;594;
16:24:53;594;687;594;
16:24:54;594;687;594;
16:24:55;594;688;594;
16:24:56;594;688;594;
16:24:57;594;688;594;
16:24:58;594;688;594;
16:24:59;594;689;594;
16:25:00;595;689;595;
16:25:01;595;690;595;
16:25:02;595;690;595;
16:25:03;595;689;595;
16:25:04;595;690;595;
16:25:05;595;690;595;
16:25:06;595;690;595;
16:25:07;595;690;595;
16:25:08;595;690;595;
16:25:09;595;691;595;
16:25:10;595;691;596;
16:25:11;595;691;596;
16:25:12;595;692;596;
16:25:13;596;692;596;
16:25:14;596;692;596;
16:25:15;596;692;596;
16:25:16;595;691;596;
16:25:17;596;692;596;
16:25:18;596;693;596;
16:25:19;596;692;596;
16:25:20;596;692;596;
16:25:21;596;693;596;
16:25:22;596;693;596;
16:25:23;596;694;597;
16:25:24;596;694;597;
16:25:25;597;695;597;
16:25:26;597;695;597;
16:25:27;597;695;597;
16:25:28;597;694;597;
16:25:29;596;694;596;
16:25:30;597;694;597;
16:25:31;597;694;597;
16:25:32;596;694;596;
16:25:33;596;694;597;
16:25:34;596;694;596;
16:25:35;596;694;596;
16:25:36;596;694;596;
16:25:37;596;694;596;
16:25:38;596;694;597;
16:25:39;597;695;597;
16:25:40;597;695;597;
16:25:41;597;696;597;
16:25:42;597;694;597;
16:25:43;596;692;596;
16:25:44;595;691;595;
16:25:45;595;691;595;
16:25:46;595;690;595;
16:25:47;595;690;595;
16:25:48;595;691;595;
16:25:49;595;691;595;
16:25:50;596;694;596;
16:25:51;597;696;597;
16:25:52;597;696;597;
16:25:53;597;695;597;
16:25:54;596;694;597;
16:25:55;597;695;597;
16:25:56;597;695;597;
16:25:57;597;695;597;
16:25:58;597;695;597;
16:25:59;597;696;597;
16:26:00;597;695;597;
16:26:01;597;695;597;
16:26:02;597;696;597;
16:26:03;597;696;597;
16:26:04;597;696;597;
16:26:05;597;696;597;
16:26:06;597;696;597;
16:26:07;597;696;597;
16:26:08;597;696;597;
16:26:09;597;696;597;
16:26:10;597;696;597;
16:26:11;597;696;597;
16:26:12;597;696;597;
16:26:13;597;696;597;
16:26:14;597;697;598;
16:26:15;597;696;597;
16:26:16;597;696;597;
16:26:17;596;692;596;
16:26:18;596;694;597;
16:26:19;597;695;597;
16:26:20;597;695;597;
16:26:21;597;695;597;
16:26:22;596;694;596;
16:26:23;596;692;596;
16:26:24;596;692;596;
16:26:25;595;691;595;
16:26:26;595;690;595;
16:26:27;591;669;586;
16:31:41;571;649;576;
16:31:42;573;641;573;
16:31:43;574;643;574;
16:31:44;575;646;576;
16:31:45;576;648;576;
16:31:46;577;650;578;
16:31:47;578;652;578;
16:31:48;579;654;579;
16:31:49;580;656;580;
16:31:50;581;658;581;
16:31:51;582;660;582;
16:31:52;582;662;583;
16:31:53;583;663;583;
16:31:54;583;664;584;
16:31:55;584;665;584;
16:31:56;585;666;585;
16:31:57;585;668;585;
16:31:58;585;668;586;
16:31:59;586;669;586;
16:32:00;586;670;586;
16:32:01;587;671;587;
16:32:02;587;672;587;
16:32:03;587;673;587;
16:32:04;588;673;588;
16:32:05;588;674;588;
16:32:06;588;675;588;
16:32:07;589;675;589;
16:32:08;589;676;589;
16:32:09;589;677;589;
16:32:10;588;673;588;
16:32:11;587;673;587;
16:32:12;587;672;587;
16:32:13;587;671;587;
16:32:14;587;671;587;
16:32:15;587;671;587;
16:32:16;587;671;587;
16:32:17;587;671;587;
16:32:18;587;671;587;
16:32:19;587;671;587;
16:32:20;587;672;587;
16:32:21;587;672;587;
16:32:22;587;671;587;
16:32:23;587;671;587;
16:32:24;587;671;587;
16:32:25;587;672;587;
16:32:26;587;672;587;
16:32:27;587;672;587;
16:32:28;587;672;587;
16:32:29;587;672;587;
16:32:30;588;673;588;
16:32:31;588;673;588;
16:32:32;588;674;588;
16:32:33;588;674;588;
16:32:34;588;675;588;
16:32:35;589;676;589;
16:32:36;589;677;589;
16:32:37;589;677;589;
16:32:38;589;677;589;
16:32:39;589;676;589;
16:32:40;589;676;589;
16:32:41;589;675;589;
16:32:42;589;676;589;
16:32:43;589;676;589;
16:32:44;589;676;589;
16:32:45;589;677;589;
16:32:46;589;676;589;
16:32:47;589;676;589;
16:32:48;589;677;589;
16:32:49;589;677;589;
16:32:50;589;677;589;
16:32:51;589;678;590;
16:32:52;589;678;590;
16:32:53;590;679;590;
16:32:54;590;679;590;
16:32:55;590;680;590;
16:32:56;590;680;590;
16:32:57;590;679;590;
16:32:58;590;679;590;
16:32:59;591;681;591;
16:33:00;591;681;591;
16:33:01;591;681;591;
16:33:02;590;679;590;
16:33:03;590;679;590;
16:33:04;590;679;590;
16:33:05;590;679;590;
16:33:06;590;680;590;
16:33:07;591;680;591;
16:33:08;591;681;591;
16:33:09;591;680;591;
16:33:10;591;680;591;
16:33:11;591;681;591;
16:33:12;591;681;591;
16:33:13;591;681;591;
16:33:14;591;681;591;
16:33:15;591;681;591;
16:33:16;591;681;591;
16:33:17;591;681;591;
16:33:18;591;681;591;
16:33:19;591;681;591;
16:33:20;591;681;591;
16:33:21;591;682;591;
16:33:22;591;682;591;
16:33:23;591;681;591;
16:33:24;591;680;591;
16:33:25;591;680;591;
16:33:26;590;680;590;
16:33:27;590;679;590;
16:33:28;590;679;590;
16:33:29;590;680;591;
16:33:30;590;679;590;
16:33:31;590;679;590;
16:33:32;590;679;590;
16:33:33;590;679;590;
16:33:34;590;679;590;
16:33:35;590;679;590;
16:33:36;590;680;590;
16:33:37;590;679;590;
16:33:38;590;679;590;
16:33:39;590;680;590;
16:33:40;590;680;590;
16:33:41;591;680;591;
16:33:42;591;681;591;
16:33:43;591;682;591;
16:33:44;591;681;591;
16:33:45;591;681;591;
16:33:46;591;682;591;
16:33:47;591;682;591;
16:33:48;591;681;591;
16:33:49;591;681;591;
16:33:50;591;681;591;
16:33:51;591;682;591;
16:33:52;591;682;591;
16:33:53;591;682;591;
16:33:54;591;682;592;
16:33:55;592;684;592;
16:33:56;592;684;592;
16:33:57;592;685;593;
16:33:58;592;685;593;
16:33:59;592;685;593;
16:34:00;593;685;593;
16:34:01;593;685;593;
16:34:02;593;685;593;
16:34:03;592;685;593;
16:34:04;593;686;593;
16:34:05;593;686;593;
16:34:06;593;686;593;
16:34:07;593;687;593;
16:34:08;593;687;593;
16:34:09;593;687;594;
16:34:10;594;688;594;
16:34:11;594;689;594;
16:34:12;594;689;594;
16:34:13;594;689;594;
16:34:14;594;689;594;
16:34:15;594;690;595;
16:34:16;594;690;594;
16:34:17;594;690;595;
16:34:18;594;690;594;
16:34:19;594;689;594;
16:34:20;594;690;595;
16:34:21;594;689;594;
16:34:22;594;689;594;
16:34:23;594;689;594;
16:34:24;594;689;594;
16:34:25;594;690;595;
16:34:26;594;689;594;
16:34:27;594;690;595;
16:34:28;594;690;594;
16:34:29;594;690;594;
16:34:30;594;690;594;
16:34:31;594;690;594;
16:34:32;594;690;595;
16:34:33;594;690;595;
16:34:34;594;690;594;
16:34:35;595;691;595;
16:34:36;595;690;595;
16:34:37;595;691;595;
16:34:38;595;691;595;
16:34:39;595;690;595;
16:34:40;595;691;595;
16:34:41;595;691;595;
16:34:42;595;691;595;
16:34:43;595;691;595;
16:34:44;595;691;595;
16:34:45;595;691;595;
16:34:46;595;691;595;
16:34:47;595;691;595;
16:34:48;595;691;595;
16:34:49;595;691;595;
16:34:50;595;691;595;
16:34:51;595;690;595;
16:34:52;595;691;595;
16:34:53;595;691;595;
16:34:54;595;691;595;
16:34:55;595;691;595;
16:34:56;595;691;595;
16:34:57;595;691;595;
16:34:58;595;691;595;
16:34:59;595;692;595;
16:35:00;595;692;595;
16:35:01;595;692;595;
16:35:02;595;692;595;
16:35:03;596;694;596;
16:35:04;596;693;596;
16:35:05;596;694;596;
16:35:06;596;694;596;
16:35:07;596;694;596;
16:35:08;596;694;596;
16:35:09;596;694;596;
16:35:10;596;694;596;
16:35:11;596;694;596;
16:35:12;596;694;596;
16:35:13;596;694;596;
16:35:14;596;694;596;
16:35:15;596;694;596;
16:35:16;596;694;596;
16:35:17;596;695;596;
16:35:18;596;694;596;
16:35:19;596;694;596;
16:35:20;596;694;596;
16:35:21;596;695;596;
16:35:22;596;694;596;
16:35:23;596;695;597;
16:35:24;597;695;597;
16:35:25;597;696;597;
16:35:26;596;695;597;
16:35:27;596;695;597;
16:35:28;596;695;596;
16:35:29;596;694;596;
16:35:30;596;694;596;
16:35:31;596;694;596;
16:35:32;596;693;596;
16:35:33;596;693;596;
16:35:34;596;694;596;
16:35:35;596;693;596;
16:35:36;596;693;596;
16:35:37;596;694;596;
16:35:38;596;694;596;
16:35:39;596;694;596;
16:35:40;596;694;596;
16:35:41;596;694;596;
16:35:42;596;695;597;
16:35:43;596;695;596;
16:35:44;596;695;597;
16:35:45;597;696;597;
16:35:46;597;697;597;
16:35:47;597;697;597;
16:35:48;597;696;597;
16:35:49;597;696;597;
16:35:50;597;696;597;
16:35:51;597;696;597;
16:35:52;597;696;597;
16:35:53;597;696;597;
16:35:54;597;696;597;
16:35:55;597;696;597;
16:35:56;597;696;597;
16:35:57;597;696;597;
16:35:58;597;696;597;
16:35:59;597;696;597;
16:36:00;597;696;597;
16:36:01;597;697;597;
16:36:02;597;696;597;
16:36:03;597;697;597;
16:36:04;597;696;597;
16:36:05;597;697;597;
16:36:06;597;697;597;
16:36:07;597;697;597;
16:36:08;597;697;597;
16:36:09;597;697;597;
16:36:10;597;697;597;
16:36:11;597;697;597;
16:36:12;597;697;597;
16:36:13;597;697;597;
16:36:14;597;696;597;
16:36:15;597;697;597;
16:36:16;597;696;597;
16:36:17;597;695;597;
16:36:18;597;696;597;
16:36:19;596;695;597;
16:36:20;596;695;596;
16:36:21;596;695;596;
16:36:22;596;694;596;
16:36:23;596;695;596;
16:36:24;596;694;596;
16:36:25;596;695;597;
16:36:26;596;695;596;
16:36:27;597;695;597;
16:36:28;597;695;597;
16:36:29;597;696;597;
16:36:30;597;696;597;
16:36:31;597;696;597;
16:36:32;597;696;597;
16:36:33;597;696;597;
